,aardvark,alligator,alpaca,ant,anteater,antelope,badger,bat1,bear,beaver,bird,bison,blowfish,boar,bull,calf1,camel,cardinal,cat,catfish,cheetah,chick,chihuahua,chinchilla,chipmunk,cobra,cockatoo,cougar,cow,coyote,crayfish,crow,dalmatian,deer,dog,dolphin,donkey,duck,duckling,eagle,elephant,ferret,fish,flamingo,fox,frog,gazelle,giraffe,goat,goldfish,goose,gopher,gorilla,groundhog,guinea_pig,hamster,hawk,hedgehog,hippopotamus,horse,hummingbird,hyena,iguana,kangaroo,kitten,koala,lamb,leech,leopard,lion,lizard,llama,lobster,manatee,meerkat,mole,mongoose,monkey,moose,mouse1,octopus,orangutan,ostrich,otter,owl,oyster,panda,panther,parrot,peacock,pelican,penguin,pheasant,pig,pigeon,piglet,platypus,polar_bear,pony,poodle,porcupine,possum,puffin,pug,puppy,rabbit,raccoon,racehorse,ram,rat,rattlesnake,reindeer,rhinoceros,rooster,sardine,scallop,scorpion,sea_urchin,seagull,seahorse,seal,shark,sheep,skunk,sloth,slug,snail,snake,spider,squid,squirrel,starfish,stingray,swan,swordfish,tarantula,tick,tiger,toad,toucan,turkey,turtle,vulture,walrus,warthog,wasp,weasel,whale,wolf,worm,yak,zebra
rhinoceros,3.236058741130739,7.167706235679375,4.437886049388728,5.49244019748132,2.96099067726812,3.523193573484302,4.101164067299127,3.5589235940902313,4.574149588329186,3.869173584973787,3.434846902742429,2.7359391880235235,4.225744975006846,3.181146273834602,3.5669682346583165,3.1226160389521773,3.29079377798458,3.727812900455498,4.74232025136181,6.21172472090244,3.680553249903559,4.647069353517706,5.7806277524792025,3.772106353791624,4.67217299934696,4.147110711255278,3.925544739362075,4.1869656557867545,3.2715404502819494,3.101384398636898,6.946742592735339,3.6035600356335697,3.288624591825833,3.142074865466496,4.35720278706415,6.067820440332986,3.527544429102232,4.661962855182148,4.223036675942091,3.652388219242485,2.9251444525387567,4.777603062093991,7.211003919690831,3.8051733927752713,5.150038955677407,5.353171893543174,3.1095541219374976,4.69012143195073,3.7502789650440502,5.036995034767437,3.8366162353982416,3.351245391305903,5.90007356431904,4.440620699008269,5.475594008184993,4.973127678455976,3.9696169387291396,3.950477075647762,3.1720802049756873,3.7423186607058843,3.274586241221531,4.238873324865019,4.9234371466506435,3.6091696873293286,5.128297793219814,5.844812786366023,5.08237949755653,6.5703167029417076,4.424003660271466,4.4175501553603445,8.328337947375305,3.8219067963237583,6.184389316124145,3.1686157934734207,7.108422298195492,4.0078027782518895,3.818820140841191,7.938164660742047,2.5280531808074813,3.6943002231419815,5.362698430215915,4.5867590374738745,4.033877821673021,4.576910854767606,5.204767165630735,6.046294976038397,4.5467649787625435,4.769872308172088,3.987552381866038,6.829885537110603,4.920546187803945,4.107679782128346,6.211094785190523,3.465868115852947,4.193213973331639,4.113174713518493,5.8729464549826185,4.335738511476907,2.940007169982458,4.013807431549136,5.986369023092208,5.936002685871328,4.148052859328983,5.2931690887380185,6.1230139752605295,3.5701753917499075,5.171063877215274,4.115392641280418,3.767722357515967,4.155161193816631,6.456251654273832,3.2739696407966448,0.0,3.9037797555701235,6.9198547738639,6.758175113883126,6.451128509878885,7.0616177445256465,4.117770676150198,4.583205973629638,4.123287280520477,7.437223531077751,4.344887153892461,3.4877949025411006,3.1464152542498494,7.02277973850782,6.271088436376141,5.51513738722199,6.488928147972914,5.777937699001121,3.8386259700085206,6.681607240046746,7.318797331304977,3.1840631429554973,7.920961252409372,3.171268695952343,7.117062952039217,3.5313879965623114,5.241198227562088,3.219558271718661,4.339416031694874,6.169026519248266,4.222314921479047,3.1103509301578836,2.7958953925138994,5.648229848114304,5.192584567274247,6.497538196203099,3.811521225012963,7.880412610571023,2.8715675931812354,3.0000313845537083
rooster,3.373164312330687,6.398423555022499,2.8914512428629964,5.126020078633966,3.646874211211215,3.465627922430894,3.179281808707231,3.2132376093682344,4.94842935922194,3.0944127701324553,2.6090038624983025,4.09095614635847,4.657793902562925,3.401790729456666,3.6890640354186703,3.4886520625921973,3.3954765385101564,2.3958620728292668,5.200061867629329,5.228889244143912,3.1374253306381763,4.62986786294786,6.121934652646611,3.8205575577955284,4.994207161833854,4.184517878767916,2.8047445538006173,4.338849911759843,3.4443484183605855,3.8544829863682066,6.688825608183612,2.8535410357634854,3.0642390652384264,3.6426867763958355,4.251855668485801,5.674879303458365,4.24087312932508,3.192683576901882,3.9387639641932375,2.9981648942854227,4.588922555520764,4.619366240830074,6.556541385356177,2.815290269238401,6.221997544227674,4.63438737377975,3.3755075937146146,3.8808290224764694,2.6710177223794402,4.016682438986317,2.68207726752735,3.591876061889634,5.686756718000335,4.473040206539414,5.62668415236217,5.376701520922706,4.220991627887263,3.5399928637176155,3.319259408403889,4.72899792648784,3.1573779385550442,4.639323729172207,4.39007470092554,3.413669477842959,5.022200437490089,6.28854296606786,4.965510627762697,6.2833010501451785,4.003859399840705,4.467653375195713,7.277309395014698,3.9464679671319423,5.406380708544304,3.1237937387586467,6.520547362391244,3.4985854089351074,3.8255147901810567,7.785181944640416,3.53559391144791,4.438233286088847,4.734140554407652,4.630258056096379,2.791234606043735,3.2483823886302923,5.380109199350818,5.886478026600152,4.6082392451773275,5.038537934904318,2.6117360865377313,5.627022017893311,2.7353011548908825,2.7549487845392533,3.950379180151964,4.288481431877668,3.01341166216833,3.9406582690543797,4.84407802941889,4.942056764975458,3.0486380278963114,4.53265015050047,5.755967687024239,6.21110339767982,2.821686751188749,5.428902614553256,6.2958810741845515,2.586555067677042,5.133928698511075,2.7844249523752898,4.270941918889929,3.7620760261077186,6.141798206989471,3.9497266531078767,3.9037797555701235,0.0,6.545390933600667,6.243061790392544,5.672616733878106,6.16736090183865,2.890492332957179,3.1700945472699886,3.4235190964912454,6.532445112067762,5.057951165292035,3.2008727539567343,3.598321573999441,6.417059925575324,5.4580320358554575,5.092102317630698,6.0896253828050195,5.096872245335411,4.176985766635863,6.298378859077326,6.443870146730115,3.4321395556367826,7.3985802424977125,3.4884175098636487,6.059208974440502,3.2535623072952453,4.89246090477658,3.4596123296949717,3.662732010302161,5.556446805739654,3.3524407145608928,3.478074356090266,4.011928059953363,4.682174934931981,5.590405154388231,5.725205798166779,4.33640089413108,7.433907338478916,3.658228972343686,2.8827478222926257
sardine,7.443141326365816,2.6077901744335246,8.0769900803834,2.6967801201634076,6.565421497446191,5.458913967704628,5.810482411965464,5.63156207175998,9.853424556620455,5.113481046240588,7.044152751431195,7.4565516034892605,5.167739669044578,7.433698148604691,7.7161979003390515,7.886591624603569,7.963913461318433,6.64545961265603,9.580841997830545,3.6799777251165384,5.123951084878025,8.890995994992458,10.730971947283338,7.800963382982626,9.738391433495353,4.598036058825916,6.256292463128134,9.146200885224626,5.0438979496931475,7.877769228190288,2.824394359863063,6.085420251923309,6.736354831928962,7.739382768318518,8.977121692612643,2.995868153781589,8.810386049307738,5.950945869407875,8.543207597333042,5.274224877352727,8.292965782268904,9.144383991644933,2.7911349260182488,5.515974028659432,10.529113425806448,3.1821899006562653,7.124567073379611,4.001152032613362,7.303112178456496,4.261410548767856,5.833820581489493,7.731384637498447,10.446965115426602,8.768188054815278,9.745470940117565,9.555069235653592,8.857334398409042,5.853686653169314,5.914253892293531,9.328346688447612,7.024635524557842,9.305972115044769,3.3289391827142305,8.459490778185598,9.182979107956134,10.5682254424353,9.998982637144378,3.0039010110841797,4.3119637352696705,8.568210106564502,3.894408374141016,8.783349913411316,2.771641529937326,5.709950579770763,11.658437867226814,5.256263027118158,8.668810507937266,12.684459450339187,7.110063119205072,8.528108684704849,2.9743350178221735,8.750500725349061,5.609482233541075,7.771513392571921,9.104258042710114,2.282350115809586,9.242092416801167,9.0691438457624,6.937147885554411,3.0089190273839317,7.309624096432388,5.98908875617691,6.551587463886259,8.759608041953499,8.190757291249819,8.120146205337079,4.299039794204567,9.721713477875689,7.55549056009382,8.756703976281704,3.975712205823443,10.764203528176168,6.992161409432165,9.824179451809055,10.68108416969279,6.5519134770624206,9.137433662385194,7.216003086991279,8.189724918794957,7.387702839932338,2.3738184698638727,6.707667595810688,6.9198547738639,6.545390933600667,0.0,2.553654445460245,3.114283645572116,2.771635664228378,7.352246804255154,4.7440864553488,8.045875511423974,3.855977659630099,9.417360014018906,5.912771315386793,6.477235697244282,2.65765955690518,3.5053770721352575,2.88274892450782,3.486070825155583,3.725085623781001,8.504949452553179,3.340522528387182,3.1042033092344785,5.120236991068065,3.354609400522343,6.535719771897139,4.475082986146613,7.201433083104723,3.0199901495975188,6.998092852727152,4.654088457237554,3.7720143715998726,7.935506834387214,6.785958311885537,7.862931372987915,3.5270193832682857,10.160115438329395,2.9349537251606734,8.626832779801676,2.8625257453491173,7.837398430270367,5.998830042494669
scallop,7.0514560713306755,2.7031952842885456,7.70363105456881,2.6650220558999145,6.363667927013041,5.050551295934373,5.516102199130843,5.181788448805477,9.530178059967698,4.748605104085188,6.705946216633387,7.395148981764669,5.445934756645122,7.337145624758819,7.45062262858424,7.613995706553234,7.577741080360563,6.406217604804251,9.28425316803501,2.863322436697757,5.0550554458124894,8.533665457659552,10.465919670118542,7.5260843861840945,9.549483394370643,4.5692913288213655,5.868835270191226,8.920708382262085,4.726074844346118,7.562592820931649,2.4800104244469523,5.811064926498619,6.57794058938859,7.56297933160528,8.821023860292469,2.641022376411393,8.643965145203177,5.605722503986176,8.378830879588397,4.970097085604562,7.980899941959985,8.889334353291945,2.4200835079964826,5.167550300660818,10.273887649027563,2.829377505186384,6.691684627994013,3.679515186439889,6.825490692520985,3.468255925587991,5.636531309260385,7.431239946534633,10.223287867703164,8.657269763598192,9.659726737001863,9.337597773972144,8.758565984708483,5.698401435903731,5.550677438330162,9.168819437842604,6.755558792655419,9.074952635202415,3.5113039699147115,8.067982432953185,8.977076796179352,10.489972646130107,9.702069602690775,2.5350527009925545,3.9041524934945016,8.452650963326603,3.4111723615650935,8.480847957602396,2.517112031443452,5.318837554744967,11.433051435591022,5.046706435096906,8.354479385545476,12.562716443643037,7.010569023878223,8.313103996585392,2.772629391774478,8.746921803249679,5.109155642624959,7.445090089799487,9.102334347042031,2.1084200243291735,8.906432297334758,8.869972528656827,6.733713364709859,2.718205649705707,6.870442301371628,5.663046805267513,5.9412334942865535,8.401944063467544,7.963232441761886,7.671335113851127,3.597986273750356,9.47537500674069,7.2696865319142265,8.791254882906484,3.6010836069120833,10.606826345662526,6.495532339648612,9.777225228927458,10.464657162007713,6.03865020761178,9.021612920485703,6.807244732489049,8.19787039420009,7.080250613840356,2.3815857736660653,6.356762605169645,6.758175113883126,6.243061790392544,2.553654445460245,0.0,2.8796872797762734,2.6431206998261843,6.707644186242281,4.347637443445514,7.809559334751032,3.0075717058472127,9.208302816003307,5.780206991270889,6.169850867334286,2.4691244527751053,2.6193361764116365,2.646515272378518,3.8513085163653553,3.089055726201773,8.506848074595283,3.105871753372435,2.6549041483178093,4.886493302667198,3.0208332684544006,6.319982366182297,3.4944288945835233,7.093165437177639,2.8285837329921772,6.639574751989065,4.673938160408006,3.1830481115915394,7.736385737822001,6.568275415277138,7.71107626518721,3.0499722567929046,9.978929297891556,2.7910503856675706,8.514849462036974,3.1654995108113,7.605616610635995,5.863782994941481
scorpion,6.8143242933973625,2.6664619048896947,6.917441079703715,2.7037288401917015,5.922797886024502,4.490483904015906,5.361510879425293,5.14123895118914,9.307432140941623,4.44125942298648,6.233600853816433,7.0426263895111925,5.617507834998796,6.950956532644212,7.139934372295794,7.311875500124545,7.066763436070245,5.963787697431681,9.316306276101102,3.000439609679197,4.568298476761961,8.67855045727588,10.476095184251458,7.443768425075622,9.441337748865507,4.378849598004916,5.704701520841428,8.664734849332861,4.292066002113838,7.3386729067502445,2.8540202227132143,5.35559965825603,6.090189140598766,7.118116109189868,8.598004486088346,2.6093395360766007,8.141472205224906,5.124926415359684,8.108189385409448,4.889444374627199,7.823696375944175,8.862477387377872,3.1154421982680014,4.499700955454313,10.278599134390074,3.103831244308949,6.097030369043727,3.0912140645976063,6.192106805477629,3.4770894036589945,4.957409666160755,7.256433135734434,9.97830098459238,8.539972269262206,9.694254612800885,9.446047417178866,8.445544133139181,5.585939840763448,5.09800396471524,8.872036821782379,6.229735563641002,8.868192169077968,3.226853195536131,7.613612298556212,8.951919564589343,10.37600936262578,9.417017388881439,2.768141232534146,3.6866490690977383,8.366990511417788,3.1816082269667367,7.936858135261629,2.394757466375407,4.952127578412529,11.043392428891186,5.157697632001797,8.015754896683108,12.439125780130398,6.653057062905167,8.244239901533236,2.811752280969849,8.59222294619355,4.38815807413551,6.98699023506693,9.089669216662324,2.8797130415596057,8.618580726082048,8.895806341443741,6.350710332279811,2.393134725929007,6.1566236026265875,5.20347176992905,5.141708067465276,8.214790648948883,7.3957598281132,7.6417038253129315,3.3252615551673084,9.253216805885884,6.646423540378991,8.485819045633601,4.029254440968596,10.495203184485227,6.0118696890887815,9.593159961351553,10.468492220036346,5.813830533260378,8.947705214250481,5.797610659412628,7.902028193112869,7.102510192862339,2.4684455836289767,5.798335979331078,6.451128509878885,5.672616733878106,3.114283645572116,2.8796872797762734,0.0,2.967171686753153,6.2306499611913555,3.8104226329299022,7.479253323985734,2.9987612469747997,9.149871361950689,5.445792945884311,6.223942619776893,2.4416812529643357,3.0638608380249788,2.476600091231534,3.3374752349953876,3.0160224037597305,8.221577343758758,2.888922989551073,2.7886904010895615,4.5728647804751095,2.808575771323508,6.127829978856092,2.8431941601446273,6.7247968182968005,3.1535654608515062,6.322118625674574,4.383945074400077,2.9087977263295444,7.407309222791185,6.457452011861075,7.566785645260774,2.869976185143518,9.816932791685293,2.2070065874268554,8.332766777785944,3.032723268298896,7.417863680720355,5.156320678474591
sea_urchin,7.147052748944609,2.333018468844674,7.44055277732868,3.0134210089270743,6.526958283929664,5.127920775126658,5.208867473921745,5.239279357438545,9.485637601858757,4.54703865206442,6.755560411806325,7.496855790098043,5.352280972576843,7.21290413522522,7.520986363711021,7.743716505434198,7.797178192214317,6.434581748315622,9.404622186265781,2.6928311332097303,4.9180692851770935,8.540066149015454,10.563212703499307,7.625267769591181,9.639055230274437,4.895969731968248,5.786656642344696,8.937749220761958,4.984512734997353,7.668273637170279,3.110373996225871,5.735243598835946,6.68109499179148,7.815666377035852,8.786822814213895,3.0805462539916837,8.603264233114269,5.374378196750833,8.24260302975328,4.927235298436821,8.26865866031286,8.796443757576075,2.442500226719604,5.40982602070015,10.516341099969273,3.0233057291053838,6.860271210243424,3.87341747915848,6.8299133313171785,3.7146044922540544,5.669584134388182,7.428050746421443,10.16780187418999,8.587598326374447,9.556093360030408,9.43374220453424,8.884439727417794,5.347597778832277,5.544155950069703,9.370245970052723,6.951791442805401,9.12548334817218,3.231799222366764,8.170411422907145,8.842907581170255,10.480013196295669,9.700264419115427,3.08540715928592,3.8473585335607967,8.257882543805621,3.084421422463584,8.683701105674004,2.5898325591474536,5.4981277403777,11.385415617359238,4.753589025571328,8.3725501115826,12.484933167133239,7.133803947320397,8.373098339572627,2.9777873726369917,8.65316598200896,5.200398370868903,7.200151615231596,9.097722299361894,2.8274552574117378,8.948766205387827,8.849250228149742,6.731415297112244,2.4793362049296737,6.805260374355932,5.767730083936532,5.583922682284973,8.580653032948659,7.91721890430273,7.7168375351114555,3.301518097250991,9.525222790144099,7.2583427203054995,8.849365529535955,3.1646859090595485,10.471217303708887,6.610193453539096,9.712565750204595,10.452991805578932,5.995288323387694,8.888843310543425,6.705362581922163,8.176841833904302,6.9253902459160175,2.626114709179606,6.555301698080103,7.0616177445256465,6.16736090183865,2.771635664228378,2.6431206998261843,2.967171686753153,0.0,6.951804479439509,4.401149266168104,7.7289250905404385,3.0821270770523057,9.346688981833294,5.557901170811734,6.319208259022996,2.6084007358325145,2.7957401980127083,2.972917869206799,3.733248627686084,3.449680037767519,8.403165558661664,3.633261453558894,2.5704066165234867,5.227339901285401,3.4490232476041376,6.413895922902842,3.3610051337226383,6.940191027845344,3.1364924015195927,6.921876309080544,4.456626543452788,2.9650382395650956,7.631444298850867,6.631301690113339,7.801345743874652,2.8600869529195494,10.091603717475111,2.652073430054856,8.542676803374096,3.1688321893345908,7.741574497041895,5.898148289396915
seagull,3.5567986673717,7.232596754485531,3.210020661662877,5.922140381464345,4.061973431895827,3.9491785551989342,3.950271668772517,3.6115147360300233,5.0334377311738665,3.9262534728755605,2.575170753951164,4.6447861735508305,5.670656309795236,4.314643137725878,4.015048210649022,3.935074460758052,3.2041423318189204,3.108094543195218,5.333827459995452,5.658365346336813,4.202337991193629,4.726258920102546,6.105630602811822,3.9923424303790913,5.240387260927118,4.746420241359529,3.4931315119471535,4.485921126896279,3.83206360014505,3.970553251767734,7.253296528518128,3.354636381813051,3.84178705940709,3.8341313864803594,4.76430008958399,6.23353875797388,4.448554212014654,3.753064849456623,4.517711802325933,3.6500690586584215,4.553024613699745,5.154010467096425,7.169117126288773,3.494313052322509,6.319269801069967,5.463986908837356,3.4261327810967668,4.50684158286254,2.761628408845895,4.442263938748481,3.5032722843587996,3.740886843423419,5.733149815474975,5.055908888839028,6.084910738104002,5.404910694535432,4.523716178645653,4.406471061258445,3.8554558726501953,4.9132604444660135,3.105533328893231,4.799011179870986,5.558670571424827,3.513599676526148,5.405833265408294,6.533721078968897,4.682089903006608,6.630942825773563,4.675291586659715,5.147012068170178,7.768039562558464,3.8634952284640094,6.045997126462529,3.183617921546729,6.414781422363048,4.392508725568317,4.142987949659509,7.92973480811457,3.964608734536062,4.559699587325258,5.442077893434987,5.348687827827736,3.1063508273574643,3.646472875781706,5.989644630272433,6.424718333333276,4.357268190178181,5.25593910294924,3.228622721835039,6.3469413511180965,2.9404625914711127,3.1108683795693963,3.9638626756016744,4.126491028764574,3.3043579155042995,3.868273781633679,5.125569250996884,4.90760619977238,3.3961365937450134,5.100233876462496,6.457530385229666,6.460856756038853,2.7083772804385844,5.717231645418004,6.419938546459313,3.09772489883435,5.633430172114223,3.267172116658019,4.90520705594802,4.3839337545413315,6.753466092441717,3.9912226159491464,4.117770676150198,2.890492332957179,7.352246804255154,6.707644186242281,6.2306499611913555,6.951804479439509,0.0,3.83511679400864,3.6300631632894413,6.842880893576092,5.053844216083649,3.9705731911730613,3.9803791478424193,7.0397468929290525,5.873258392276674,5.6126830732346855,7.100975747796246,5.2323628687912604,4.892131255361628,6.879878701669749,7.034653557861705,3.7568664949985506,7.724550970137086,4.120934207779074,6.173592294740201,4.146076272813139,5.628404093055101,3.230712429258215,4.750183480945253,5.902550886746105,3.797115024627282,3.8348548914668203,4.468131742328416,5.184331228080562,5.633719694734962,6.371806931729469,4.731163249465416,8.090682105961575,3.9690514707307996,3.6670329266719586
seahorse,4.49970296908215,4.645357478092953,4.279729896768183,3.2596117407479044,4.252965750335344,3.5183075528381123,3.3653141417134442,2.937748314404254,6.602443816473409,2.8097178584015103,3.80293484879078,5.151155957258531,4.462126703456409,4.578454281845871,4.589983353090976,4.9528250451690825,4.7747917738237176,3.2627826225112737,6.681916057748111,3.694919465183219,2.9019352179835134,5.865768366490287,7.663278966180719,5.133054196015124,6.674275443016823,3.185939108327092,3.118990183694799,5.895671621543517,3.1846483700375687,5.128490981677243,4.97045855534986,3.1878435877009488,3.673252429405161,4.9681934031148876,5.769045052726609,3.9618218817482336,5.842285922980018,3.0390904638959864,5.519964200991766,2.7581402324138327,5.4915745755239005,6.044730698224303,4.778341038920134,2.720335797304515,7.756314582176875,3.148154305732715,4.349412613973065,2.755797065443041,3.7435631010685793,2.8961451421730215,2.918540326295325,4.83855374808915,7.045529450209146,5.838199882841096,7.014768386420803,6.738111440522062,5.792099391647605,3.767095868991379,3.506637095055964,6.331165180677227,3.956700410748675,6.174468824762546,3.1212698581679446,5.039840558962744,6.283814104339836,7.582427802006038,6.484594065206204,4.528224844932403,2.9651888051617457,5.711431707119086,5.457143718062012,5.469898943122049,3.5248422460214472,2.9711451914103795,8.069738895657999,3.3983679272332927,5.256680945979768,9.42683381007107,4.579484869613795,5.798590076004729,3.0304183386210877,5.945011826908039,2.5656552825964782,4.404720419685753,6.582465685980391,4.086977482529065,5.919261764527368,6.198156799887869,3.601975429852837,3.834404661611641,3.422627937461982,2.9019066628054344,3.9214273048089945,5.630267959113613,4.702409054937989,5.055514347114358,3.5618002756542504,6.501677632907498,4.311797005634691,5.858300132287863,4.622040401496407,7.761446210486962,3.575043186492383,6.7762796886932755,7.655003515197218,3.3907610057349773,6.3924517681436495,3.684974243212087,5.433474256611864,4.794562701391219,4.24566513610735,4.52650256508612,4.583205973629638,3.1700945472699886,4.7440864553488,4.347637443445514,3.8104226329299022,4.401149266168104,3.83511679400864,0.0,4.707096247927475,4.81177105871264,6.476366036581232,3.471670998126215,3.9678894954844455,4.606906420389547,3.83689882808105,3.314428527542036,4.28800458866675,3.4881779634073333,5.698908618174409,4.578372511797595,4.696628793984412,2.924409656333028,5.369214264737418,3.84038500771144,4.403489470104928,4.384732102771282,3.3843740346214117,4.06190988360784,2.9833565716088883,4.155345841472278,4.589685221892934,4.129324257719954,5.289980526673093,3.0102955766370614,7.105662194247169,3.8629731609358555,5.743421246640548,5.649968584788806,4.917747342351438,3.4577939934238087
seal,3.2709854476674045,8.14348679126522,3.0177782211101505,6.597109819935608,4.2494944958731375,5.08912050952847,3.5650217709764362,3.5506871751707014,3.3814462870724946,4.45594543128325,3.3332874448439815,4.190724379649726,5.0156536885544485,2.988046088897107,2.6163682717458334,3.0386333332662954,3.55699926873208,3.131846106426717,3.744384861553821,6.792765612456501,4.460331133070128,3.3199577539006615,4.163052041465797,3.0151136129271436,3.4359625527473274,4.760234335169502,3.4379773544714287,3.1029766547311506,4.816951873287006,3.4731530378746203,8.537464793930182,3.5770388326491074,3.1832917000669165,3.8416715097972385,2.7369795337587117,7.353878396977687,3.7470171238057484,3.8117020624306472,2.683698427152467,3.8058172243193535,3.8878708210194435,3.160164555806099,8.1797574305071,4.5506318350874375,4.920292661647577,6.202855122081328,4.173279073704676,5.767875338614124,3.5725305777006047,5.612395713018681,4.047296468232787,2.9151591237141754,3.5459111745849725,2.9460403499078063,3.6616701466630373,3.619105861753174,3.1520037977051447,3.8204437075172923,4.3071116098207405,4.021211325281198,3.3512615548900104,3.088459125588291,5.92215289767388,3.0411849586198243,3.125052283728251,4.2295592375711255,3.162028318508298,7.896597995543344,5.35201873075407,3.007321617437731,9.197066689456056,3.5503517422527153,7.018981966703413,3.9350266561198177,4.563572575591407,4.069573075579384,2.6195583306983714,5.7768668900992495,3.520453737196198,3.4475997876500535,6.201435379207418,3.1478540720574144,4.513261122307543,2.7956403636065077,3.7274402071794994,7.425309778176364,2.944721543134357,3.133602485436477,3.0425861917858477,7.421169303619566,3.4415374521385256,3.691380034669795,5.394741588954324,3.3990308511782428,2.857637596582102,2.809530739840736,6.433017793321801,3.5681030426185534,3.362372731982992,3.3622809449193327,7.152884412813579,4.145526625088231,3.086952932684085,3.243362746639696,4.1920157546919,3.1291794122878276,3.221401451567962,4.026714293069095,3.172789504421895,3.3860970261776115,7.629278599520219,4.912517102256057,4.123287280520477,3.4235190964912454,8.045875511423974,7.809559334751032,7.479253323985734,7.7289250905404385,3.6300631632894413,4.707096247927475,0.0,8.369388274043956,3.49012548495481,3.568858765642852,3.4142534865847862,8.255042273731544,7.054869165483232,6.545434229955353,7.515370602978555,6.700776188827802,3.319454928458118,8.119744482083206,8.115073478103815,4.540003719102173,9.172161879729751,3.4975190176271647,7.774142464479838,3.0680567617793724,6.242825664730787,3.6610357645209657,4.637046411321667,7.273957961294636,2.492252663392453,3.010064542125808,3.4558830551578286,6.154918714479539,3.9197974590730484,7.508894673087066,3.0305167660476227,9.192387531303165,2.850950968018364,3.9188039032638273
shark,7.624217291736144,2.7032525935387968,7.834385407268845,3.8431049027865263,7.067794800890914,5.314500176645953,5.887950893401068,5.9099568143398145,10.142180163045612,5.189427917990141,7.092504556933935,8.153423918153903,6.83249334370141,7.919080520870616,8.094735186533118,8.370599047445799,7.919449468508413,6.913244462404988,10.158630361869728,2.6329613404799894,5.665447476615395,9.338594594059089,11.31674107194556,8.294846581484459,10.350459214724575,5.767384231477783,6.376951588475161,9.542015493594965,5.253783345855375,8.241780911202772,3.2644209525347,6.204222078937824,7.28835973683469,8.31776355009097,9.60787419399495,2.8812967868600734,9.096684436227505,5.8995607978122395,9.050988727405105,5.597509207536072,8.718707425261494,9.670787945191663,2.9132636946087356,5.579791505727106,11.217119428656448,3.679791145851221,6.900318661130121,4.052188968767544,7.151838665764241,3.9227625785067617,6.05875280653758,8.10467419166463,10.88173637469151,9.474436493986977,10.614036643206779,10.243194976622183,9.543580602533886,6.507089719839869,5.961773456804828,9.847722868569212,7.410320231826002,9.735153619357964,4.428552828817854,8.499867407948377,9.762375682059083,11.458674267141408,10.278358865378419,3.0172688572470343,4.445470712533411,9.268134190102154,2.2290953379753167,9.040534590577163,2.795183211559845,5.690538366720552,11.99415883943172,5.891249482030886,9.025887040602186,13.365682997050541,7.697434989655321,9.136625178794548,3.64556780791148,9.660960110416584,5.359150581780299,7.858403743404436,10.131959895919136,3.567107079546201,9.466394314307975,9.658486029925076,7.436026591469624,2.9343877959868214,6.917614816184159,6.137023373115704,5.320918488470591,9.137447554915617,8.399256278702628,8.244766764513527,3.3675830377717326,10.107914677870099,7.630175815718606,9.722461255593315,3.875229666825651,11.432041864421532,6.861663219186747,10.643516257859964,11.317647973719621,6.486902140607738,9.842189728617225,6.892609556686407,9.143370851302473,7.7630908862509775,3.420632639757117,6.645713662906856,7.437223531077751,6.532445112067762,3.855977659630099,3.0075717058472127,2.9987612469747997,3.0821270770523057,6.842880893576092,4.81177105871264,8.369388274043956,0.0,10.064532357995189,6.383828031940942,7.161704871088628,2.6329545035280137,2.762847109300758,3.5035393958124343,4.850470090595556,3.2477516927767995,9.322209877812421,3.6586263346714585,2.1923544416957363,5.801336046465412,2.7137897994475426,7.183480711102435,2.6696714079416815,7.913939023705894,3.799140644278341,7.403840776991256,5.55577978299155,2.71523987066746,8.237326856905112,7.357019227034016,8.521223413485597,3.3945379477044866,10.868422727900553,2.4445286619068773,9.387494061823388,3.3314942957815714,8.289271672707073,6.28777536428193
